Date,ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax,soltotal,Site_Id,DHE,MeasStatus,LastUpdate
2019-02-13,0.0,32.7,48.4,64.2,31.4,0.85,15.71,18.5,J17WL,685.35,A,2024-11-19
2019-02-14,0.0,31.6,48.2,64.7,38.0,0.57,15.03,17.7,J17WL,685.44,A,2024-11-19
2019-02-15,0.0,47.2,59.1,71.1,51.2,0.46,12.22,12.85,J17WL,685.24,A,2024-11-19
2019-02-16,0.0,50.0,67.8,85.6,53.8,0.87,27.11,14.84,J17WL,685.24,A,2024-11-19
2019-02-17,0.02,50.8,56.8,62.8,49.8,0.37,6.02,8.6,J17WL,685.28,A,2024-11-19
2019-02-18,0.0,46.0,58.5,71.0,33.4,4.09,19.82,18.11,J17WL,685.0,A,2024-11-19
2019-02-19,0.0,43.5,53.0,62.4,30.6,3.97,13.49,17.84,J17WL,684.73,A,2024-11-19
2019-02-20,0.08,36.4,40.2,44.1,39.4,0.34,3.31,2.98,J17WL,684.84,A,2024-11-19
2019-02-21,0.0,36.3,51.7,67.2,34.4,0.55,17.58,19.87,J17WL,684.78,A,2024-11-19
2019-02-22,0.01,51.2,54.6,58.0,45.6,0.8,6.01,5.33,J17WL,684.52,A,2024-11-19
2019-02-23,0.04,51.5,57.7,63.9,55.0,0.14,4.56,5.38,J17WL,684.58,A,2024-11-19
2019-02-24,0.0,45.8,60.2,74.7,31.8,0.18,23.95,17.56,J17WL,684.45,A,2024-11-19
2019-02-25,0.0,45.9,55.9,65.8,29.1,5.04,16.75,21.05,J17WL,684.18,A,2024-11-19
2019-02-26,0.02,46.4,56.6,66.7,47.9,0.25,10.93,13.65,J17WL,684.07,A,2024-11-19
2019-02-27,0.02,56.6,64.4,72.3,59.5,0.28,9.06,11.48,J17WL,683.88,A,2024-11-19
2019-02-28,0.0,52.1,65.4,78.7,60.9,0.2,13.65,13.11,J17WL,683.71,A,2024-11-19
2019-03-01,0.02,45.7,50.0,54.3,43.7,0.44,3.56,3.36,J17WL,683.65,A,2024-11-19
2019-03-02,0.02,46.2,51.7,57.2,51.2,0.12,2.96,5.41,J17WL,683.64,A,2024-11-19
2019-03-03,0.0,50.0,55.2,60.5,52.3,0.3,3.3,5.5,J17WL,684.21,A,2024-11-19
2019-03-04,0.0,31.6,41.3,51.0,34.5,0.64,4.04,6.86,J17WL,684.02,A,2024-11-19
2019-03-05,0.0,28.9,34.2,39.5,18.0,2.1,4.59,8.54,J17WL,684.17,A,2024-11-19
2019-03-06,0.0,28.8,39.1,49.5,18.0,1.84,8.69,16.05,J17WL,684.15,A,2024-11-19
2019-03-07,0.0,32.5,44.4,56.4,33.5,1.26,10.18,17.59,J17WL,684.57,A,2024-11-19
2019-03-08,0.0,51.8,60.1,68.4,56.3,0.61,8.53,9.9,J17WL,684.81,A,2024-11-19
2019-03-09,0.04,64.4,73.0,81.6,66.0,0.45,15.31,11.29,J17WL,685.07,A,2024-11-19
2019-03-10,0.0,59.4,72.8,86.3,50.5,1.14,34.35,17.24,J17WL,685.01,A,2024-11-19
2019-03-11,0.01,63.6,71.0,78.3,65.1,0.7,10.63,7.66,J17WL,684.89,A,2024-11-19
2019-03-12,0.03,57.8,63.4,68.9,58.8,0.36,5.42,5.94,J17WL,684.91,A,2024-11-19
2019-03-13,0.05,61.1,70.1,79.1,65.3,0.2,14.91,9.88,J17WL,684.99,A,2024-11-19
2019-03-14,0.15,60.9,72.6,84.3,52.3,1.82,30.02,21.33,J17WL,684.91,A,2024-11-19
2019-03-15,0.0,50.8,64.1,77.3,33.1,7.12,25.56,22.5,J17WL,684.36,A,2024-11-19
2019-03-16,0.0,46.0,53.5,61.0,27.6,4.87,13.68,13.4,J17WL,684.44,A,2024-11-19
2019-03-17,0.0,43.2,51.3,59.4,29.5,2.8,12.65,10.94,J17WL,684.6,A,2024-11-19
2019-03-18,0.0,42.7,53.4,64.1,33.6,2.27,14.56,15.68,J17WL,684.34,A,2024-11-19
2019-03-19,0.0,42.4,54.9,67.3,34.8,1.99,17.17,19.09,J17WL,683.9,A,2024-11-19
2019-03-20,0.0,47.2,56.3,65.4,45.7,2.33,11.62,15.53,J17WL,683.78,A,2024-11-19
2019-03-21,0.11,50.1,62.3,74.6,52.4,0.64,16.08,15.71,J17WL,683.41,A,2024-11-19
2019-03-22,0.0,50.3,63.4,76.5,49.6,0.95,18.43,22.22,J17WL,683.48,A,2024-11-19
2019-03-23,0.0,52.2,64.4,76.7,52.7,1.5,16.9,17.11,J17WL,683.1,A,2024-11-19
2019-03-24,0.0,62.7,68.5,74.3,61.4,1.78,10.19,6.54,J17WL,682.99,A,2024-11-19
2019-03-25,0.0,65.6,73.0,80.4,64.0,1.8,15.78,13.65,J17WL,682.59,A,2024-11-19
2019-03-26,0.0,58.1,70.4,82.8,55.5,2.37,22.41,17.21,J17WL,681.98,A,2024-11-19
2019-03-27,0.0,50.6,63.4,76.3,48.1,1.36,20.95,23.72,J17WL,681.25,A,2024-11-19
2019-03-28,0.0,51.4,64.1,76.8,55.0,1.17,16.89,16.81,J17WL,680.59,A,2024-11-19
2019-03-29,0.0,59.6,69.5,79.3,58.2,1.3,18.37,18.04,J17WL,680.26,A,2024-11-19
2019-03-30,0.0,58.2,69.4,80.5,59.7,0.46,18.56,14.58,J17WL,680.0,A,2024-11-19
2019-03-31,0.0,48.0,59.0,70.0,43.5,1.46,11.48,10.71,J17WL,679.93,A,2024-11-19
2019-04-01,0.0,40.8,49.8,58.8,29.0,2.96,12.56,14.69,J17WL,679.52,A,2024-11-19
2019-04-02,0.0,35.6,48.6,61.6,34.1,0.9,11.99,16.17,J17WL,679.08,A,2024-11-19
2019-04-03,0.0,35.7,53.7,71.6,41.5,0.98,18.91,23.96,J17WL,678.68,A,2024-11-19
2019-04-04,0.03,58.1,63.0,67.9,62.2,0.37,5.45,4.18,J17WL,678.58,A,2024-11-19
2019-04-05,0.0,59.0,72.4,85.9,61.8,0.83,22.48,18.74,J17WL,678.62,A,2024-11-19
2019-04-06,0.03,59.4,70.7,82.0,64.1,0.91,17.55,19.68,J17WL,678.8,A,2024-11-19
2019-04-07,1.16,64.3,73.3,82.3,67.7,0.62,14.69,9.37,J17WL,679.19,A,2024-11-19
2019-04-08,0.72,54.9,64.7,74.6,55.0,0.84,15.18,14.95,J17WL,679.66,A,2024-11-19
2019-04-09,0.0,55.1,71.1,87.2,54.2,1.77,31.13,25.82,J17WL,679.91,A,2024-11-19
2019-04-10,0.0,55.6,72.5,89.3,56.8,1.39,32.4,25.61,J17WL,680.14,A,2024-11-19
2019-04-11,0.0,57.1,74.7,92.3,55.9,1.5,37.37,26.26,J17WL,680.07,A,2024-11-19
2019-04-12,0.0,56.2,69.9,83.5,39.8,3.26,33.23,21.58,J17WL,679.95,A,2024-11-19
2019-04-13,0.0,58.0,68.4,78.8,57.9,1.65,17.45,24.22,J17WL,680.26,A,2024-11-19
2019-04-14,0.26,45.6,59.9,74.1,47.3,1.09,15.36,21.32,J17WL,680.6,A,2024-11-19
2019-04-15,0.0,45.6,59.2,72.8,42.2,1.8,18.45,27.28,J17WL,680.38,A,2024-11-19
2019-04-16,0.0,51.2,66.0,80.8,54.8,1.78,23.07,27.26,J17WL,680.13,A,2024-11-19
2019-04-17,0.0,65.1,72.1,79.0,63.7,1.77,14.98,15.94,J17WL,680.11,A,2024-11-19
2019-04-18,0.76,57.8,70.6,83.4,66.3,0.59,14.46,14.34,J17WL,680.39,A,2024-11-19
2019-04-19,0.0,50.9,63.7,76.5,48.2,1.2,22.7,24.83,J17WL,680.72,A,2024-11-19
2019-04-20,0.0,47.2,62.3,77.5,40.9,1.81,24.17,27.56,J17WL,680.9,A,2024-11-19
2019-04-21,0.0,50.0,65.6,81.2,52.5,0.66,22.65,27.66,J17WL,681.03,A,2024-11-19
2019-04-22,0.0,58.9,70.9,82.9,62.4,0.89,19.53,23.87,J17WL,681.14,A,2024-11-19
2019-04-23,0.0,67.0,73.7,80.4,63.1,1.82,16.27,17.5,J17WL,680.74,A,2024-11-19
2019-04-24,0.02,68.1,72.9,77.7,66.4,1.38,10.1,7.46,J17WL,680.85,A,2024-11-19
2019-04-25,0.52,53.4,60.5,67.5,57.9,0.32,4.29,2.64,J17WL,680.97,A,2024-11-19
2019-04-26,0.0,56.3,71.8,87.4,55.3,1.33,31.9,27.91,J17WL,680.99,A,2024-11-19
2019-04-27,0.0,58.2,70.7,83.3,57.2,2.53,22.9,27.43,J17WL,681.18,A,2024-11-19
2019-04-28,0.0,60.4,72.5,84.6,60.1,1.33,23.92,27.68,J17WL,681.12,A,2024-11-19
2019-04-29,0.0,66.9,75.2,83.5,63.9,2.45,19.44,25.88,J17WL,680.99,A,2024-11-19
2019-04-30,0.0,69.4,74.9,80.4,67.7,2.05,12.99,12.26,J17WL,680.77,A,2024-11-19
2019-05-01,0.02,74.4,78.0,81.7,70.3,1.78,13.54,6.94,J17WL,680.68,A,2024-11-19
2019-05-02,0.02,70.7,75.2,79.7,70.5,1.23,9.24,5.34,J17WL,680.73,A,2024-11-19
2019-05-03,0.51,65.5,73.6,81.7,64.3,0.88,13.81,9.41,J17WL,680.98,A,2024-11-19
2019-05-04,1.02,60.6,70.5,80.4,64.6,0.68,11.84,11.4,J17WL,682.02,A,2024-11-19
2019-05-05,0.0,60.6,72.1,83.5,61.7,1.07,21.57,25.87,J17WL,682.39,A,2024-11-19
2019-05-06,0.0,63.7,74.3,84.9,64.4,1.29,20.68,26.58,J17WL,682.78,A,2024-11-19
2019-05-07,0.15,67.8,71.5,75.2,67.3,1.12,6.93,6.96,J17WL,683.02,A,2024-11-19
2019-05-08,0.19,70.5,78.3,86.0,70.5,0.73,16.53,15.99,J17WL,683.39,A,2024-11-19
2019-05-09,0.11,69.0,76.2,83.3,70.6,1.13,17.64,13.37,J17WL,683.53,A,2024-11-19
2019-05-10,0.06,59.3,71.6,84.0,65.0,2.37,13.73,12.03,J17WL,683.81,A,2024-11-19
2019-05-11,0.08,58.1,61.7,65.3,55.5,1.07,6.3,9.9,J17WL,684.21,A,2024-11-19
2019-05-12,0.02,57.4,64.3,71.2,57.7,1.05,8.77,10.3,J17WL,684.61,A,2024-11-19
2019-05-13,0.0,57.7,69.0,80.4,57.3,1.07,19.57,27.71,J17WL,684.41,A,2024-11-19
2019-05-14,0.0,62.7,71.3,80.0,62.3,1.48,16.47,22.67,J17WL,684.61,A,2024-11-19
2019-05-15,0.0,67.2,75.7,84.3,64.2,1.64,20.79,24.16,J17WL,684.42,A,2024-11-19
2019-05-16,0.0,68.9,76.5,84.1,66.1,1.89,18.41,18.73,J17WL,684.39,A,2024-11-19
2019-05-17,0.0,70.7,78.1,85.5,67.6,2.79,20.09,22.78,J17WL,684.18,A,2024-11-19
2019-05-18,0.07,72.3,79.8,87.4,71.6,1.94,18.83,18.18,J17WL,684.24,A,2024-11-19
2019-05-19,0.04,75.1,79.5,83.9,74.5,1.37,10.31,6.78,J17WL,684.28,A,2024-11-19
2019-05-20,0.0,76.4,82.8,89.3,73.0,1.85,21.37,19.35,J17WL,684.0,A,2024-11-19
2019-05-21,0.0,77.3,83.5,89.6,71.2,4.63,21.98,20.02,J17WL,683.63,A,2024-11-19
2019-05-22,0.04,69.8,79.3,88.7,61.1,3.56,33.89,24.16,J17WL,683.26,A,2024-11-19
2019-05-23,0.0,76.5,82.7,89.0,72.3,4.01,20.58,19.55,J17WL,682.6,A,2024-11-19
2019-05-24,0.01,76.7,84.1,91.6,71.7,4.7,26.15,25.6,J17WL,681.89,A,2024-11-19
2019-05-25,0.0,75.3,82.4,89.4,69.9,3.73,24.28,21.51,J17WL,681.64,A,2024-11-19
2019-05-26,0.02,73.8,82.0,90.1,70.2,2.75,24.44,21.04,J17WL,681.53,A,2024-11-19
2019-05-27,0.0,73.1,81.7,90.3,68.6,3.16,26.05,22.78,J17WL,681.38,A,2024-11-19
2019-05-28,0.0,73.3,81.3,89.2,68.6,3.51,24.91,24.12,J17WL,680.74,A,2024-11-19
2019-05-29,0.0,74.4,82.1,89.8,70.7,3.58,23.85,17.39,J17WL,680.43,A,2024-11-19
2019-05-30,0.0,73.9,82.8,91.6,71.7,3.15,24.84,20.64,J17WL,680.0,A,2024-11-19
2019-05-31,0.32,68.4,78.6,88.7,70.4,1.26,19.38,17.3,J17WL,679.9,A,2024-11-19
2019-06-01,0.0,71.1,80.3,89.5,71.2,1.32,23.11,23.38,J17WL,679.92,A,2024-11-19
2019-06-02,0.0,74.5,82.4,90.3,71.4,1.8,24.05,22.99,J17WL,679.98,A,2024-11-19
2019-06-03,0.0,75.1,83.8,92.5,71.3,2.3,27.87,25.53,J17WL,679.77,A,2024-11-19
2019-06-04,0.0,75.1,83.4,91.8,71.2,2.68,27.1,19.99,J17WL,679.37,A,2024-11-19
2019-06-05,0.91,73.9,79.9,85.8,72.9,1.44,15.79,10.12,J17WL,679.95,A,2024-11-19
2019-06-06,0.34,68.3,79.2,90.1,72.5,1.03,22.03,20.14,J17WL,680.76,A,2024-11-19
2019-06-07,0.36,69.4,80.9,92.3,69.6,1.23,24.84,24.96,J17WL,681.07,A,2024-11-19
2019-06-08,0.0,69.6,82.9,96.3,66.2,2.54,40.35,29.28,J17WL,681.43,A,2024-11-19
2019-06-09,0.0,74.0,84.9,95.8,69.3,2.78,34.92,29.3,J17WL,681.71,A,2024-11-19
2019-06-10,0.1,74.6,85.3,96.0,70.9,1.73,30.89,28.35,J17WL,681.47,A,2024-11-19
2019-06-11,0.0,70.6,78.2,85.9,63.5,7.24,21.04,20.02,J17WL,681.65,A,2024-11-19
2019-06-12,0.1,65.4,71.6,77.7,64.5,0.74,12.69,8.95,J17WL,681.58,A,2024-11-19
2019-06-13,0.0,66.7,76.9,87.1,65.2,1.26,23.84,25.36,J17WL,681.46,A,2024-11-19
2019-06-14,0.0,71.2,80.2,89.1,64.5,3.8,26.6,26.63,J17WL,681.22,A,2024-11-19
2019-06-15,0.0,73.8,82.5,91.2,68.6,4.38,28.64,29.13,J17WL,680.63,A,2024-11-19
2019-06-16,0.0,75.1,84.7,94.3,71.2,3.08,32.51,25.16,J17WL,680.49,A,2024-11-19
2019-06-17,1.17,67.2,80.6,94.1,70.0,1.35,30.61,21.33,J17WL,680.54,A,2024-11-19
2019-06-18,0.33,69.1,78.9,88.7,68.0,1.59,24.7,21.28,J17WL,680.81,A,2024-11-19
2019-06-19,0.0,74.5,83.9,93.2,71.8,2.22,30.02,27.35,J17WL,681.05,A,2024-11-19
2019-06-20,0.0,77.5,87.3,97.2,74.0,2.47,35.25,28.95,J17WL,680.81,A,2024-11-19
2019-06-21,0.0,77.6,86.6,95.7,76.1,3.17,26.18,20.72,J17WL,680.58,A,2024-11-19
2019-06-22,0.46,71.4,82.7,94.0,73.2,1.72,27.42,22.57,J17WL,680.39,A,2024-11-19
2019-06-23,0.0,73.3,82.9,92.5,74.5,2.4,23.08,19.14,J17WL,680.7,A,2024-11-19
2019-06-24,0.0,78.4,86.0,93.6,75.0,3.58,25.77,19.79,J17WL,680.86,A,2024-11-19
2019-06-25,0.97,70.2,76.1,81.9,68.3,2.23,13.27,8.8,J17WL,681.36,A,2024-11-19
2019-06-26,0.0,70.9,80.2,89.5,68.7,2.19,24.05,27.3,J17WL,681.63,A,2024-11-19
2019-06-27,0.02,74.4,81.4,88.3,72.0,2.1,21.06,20.77,J17WL,682.07,A,2024-11-19
2019-06-28,0.06,74.0,81.7,89.5,72.1,1.86,20.67,19.59,J17WL,682.36,A,2024-11-19
2019-06-29,0.41,70.4,80.9,91.5,69.8,1.25,26.23,27.52,J17WL,682.49,A,2024-11-19
2019-06-30,1.87,68.4,80.4,92.4,68.3,0.81,30.89,28.45,J17WL,683.23,A,2024-11-19
2019-07-01,0.03,69.1,77.4,85.8,68.2,1.65,21.46,15.13,J17WL,683.66,A,2024-11-19
2019-07-02,0.0,73.6,81.8,90.0,71.3,1.78,24.24,26.28,J17WL,683.88,A,2024-11-19
2019-07-03,0.0,76.5,83.7,90.9,72.2,3.36,24.54,26.39,J17WL,683.99,A,2024-11-19
2019-07-04,0.0,74.3,81.8,89.4,73.0,1.93,20.3,18.21,J17WL,684.13,A,2024-11-19
2019-07-05,0.0,75.4,83.1,90.8,73.2,2.84,23.85,18.78,J17WL,684.07,A,2024-11-19
2019-07-06,0.0,77.0,84.7,92.4,72.9,3.55,25.78,27.38,J17WL,683.79,A,2024-11-19
2019-07-07,0.0,77.4,84.6,91.9,72.8,3.34,24.86,26.13,J17WL,683.65,A,2024-11-19
2019-07-08,0.0,77.0,85.2,93.4,72.5,2.9,27.74,26.56,J17WL,683.2,A,2024-11-19
2019-07-09,0.0,77.3,85.8,94.2,72.5,2.98,29.43,28.03,J17WL,682.58,A,2024-11-19
2019-07-10,0.0,76.9,84.6,92.4,74.3,3.03,23.93,17.32,J17WL,681.92,A,2024-11-19
2019-07-11,0.0,73.6,84.7,95.9,69.9,2.85,34.32,28.4,J17WL,681.18,A,2024-11-19
2019-07-12,0.0,73.2,84.1,95.1,69.0,4.17,34.13,26.46,J17WL,680.71,A,2024-11-19
2019-07-13,0.0,71.4,83.2,95.0,67.8,5.2,34.01,24.52,J17WL,680.25,A,2024-11-19
2019-07-14,0.0,74.7,85.1,95.6,66.6,7.47,38.89,28.25,J17WL,680.1,A,2024-11-19
2019-07-15,0.04,76.2,87.2,98.3,71.7,2.33,38.0,25.88,J17WL,679.83,A,2024-11-19
2019-07-16,0.0,77.9,86.3,94.6,72.9,4.06,30.6,28.26,J17WL,679.35,A,2024-11-19
2019-07-17,0.0,78.0,86.9,95.8,72.4,4.18,32.96,25.46,J17WL,678.82,A,2024-11-19
2019-07-18,0.0,76.3,85.9,95.6,71.6,2.89,33.5,24.55,J17WL,678.34,A,2024-11-19
2019-07-19,0.0,76.0,86.4,96.8,70.3,2.82,37.09,27.91,J17WL,677.82,A,2024-11-19
2019-07-20,0.0,76.7,86.6,96.5,71.1,3.95,36.39,26.53,J17WL,677.39,A,2024-11-19
2019-07-21,0.0,74.9,86.2,97.5,69.2,2.88,40.27,27.67,J17WL,677.1,A,2024-11-19
2019-07-22,0.0,75.6,86.0,96.4,70.5,3.71,36.91,27.83,J17WL,676.56,A,2024-11-19
2019-07-23,0.0,75.3,85.3,95.4,69.0,3.39,36.0,25.41,J17WL,675.88,A,2024-11-19
2019-07-24,0.0,71.6,82.3,93.1,62.0,8.11,36.47,22.36,J17WL,675.47,A,2024-11-19
2019-07-25,0.0,62.3,76.1,89.9,54.5,5.7,35.81,28.15,J17WL,674.83,A,2024-11-19
2019-07-26,0.0,63.6,77.3,91.1,55.0,3.62,37.61,29.29,J17WL,674.57,A,2024-11-19
2019-07-27,0.0,66.6,79.1,91.6,58.3,4.23,37.25,28.58,J17WL,674.18,A,2024-11-19
2019-07-28,0.0,70.6,82.6,94.6,66.8,3.8,37.59,27.26,J17WL,674.05,A,2024-11-19
2019-07-29,0.0,75.3,86.8,98.3,69.9,2.79,42.8,24.62,J17WL,673.71,A,2024-11-19
2019-07-30,0.0,75.9,86.4,96.8,69.9,2.7,38.62,24.96,J17WL,673.03,A,2024-11-19
2019-07-31,0.0,75.7,86.6,97.4,69.1,3.44,39.58,26.18,J17WL,672.65,A,2024-11-19
2019-08-01,0.0,75.8,87.3,98.9,67.1,3.82,44.58,26.82,J17WL,672.24,A,2024-11-19
2019-08-02,0.0,74.9,85.9,96.9,67.8,4.33,39.85,25.83,J17WL,671.58,A,2024-11-19
2019-08-03,0.0,76.7,86.9,97.1,67.6,5.85,40.02,26.12,J17WL,671.61,A,2024-11-19
2019-08-04,0.0,77.2,86.7,96.2,69.2,4.97,35.78,22.24,J17WL,671.57,A,2024-11-19
2019-08-05,0.0,77.4,86.0,94.6,70.8,4.06,32.9,17.13,J17WL,671.34,A,2024-11-19
2019-08-06,0.0,76.4,87.1,97.8,70.4,3.96,38.8,24.76,J17WL,670.53,A,2024-11-19
2019-08-07,0.0,77.4,87.9,98.4,71.0,3.84,40.35,24.22,J17WL,669.93,A,2024-11-19
2019-08-08,0.0,78.3,88.8,99.2,71.4,4.36,42.81,24.44,J17WL,669.48,A,2024-11-19
2019-08-09,0.0,78.9,89.7,100.5,72.3,4.97,45.76,23.16,J17WL,668.86,A,2024-11-19
2019-08-10,0.0,77.9,89.7,101.5,70.5,3.89,48.62,25.93,J17WL,668.77,A,2024-11-19
2019-08-11,0.0,78.7,89.7,100.7,70.5,4.45,46.47,25.95,J17WL,669.1,A,2024-11-19
2019-08-12,0.0,79.0,89.5,100.1,71.3,5.1,43.6,24.77,J17WL,668.67,A,2024-11-19
2019-08-13,0.0,77.7,89.3,101.0,71.2,4.06,45.72,26.1,J17WL,667.8,A,2024-11-19
2019-08-14,0.0,76.4,89.2,102.1,70.3,3.35,49.79,26.29,J17WL,667.47,A,2024-11-19
2019-08-15,0.0,76.2,88.1,100.1,67.6,3.91,45.73,25.29,J17WL,667.12,A,2024-11-19
2019-08-16,0.1,76.7,88.0,99.4,70.1,5.72,41.94,21.01,J17WL,667.2,A,2024-11-19
2019-08-17,0.0,79.6,90.3,100.9,69.1,5.39,47.0,24.99,J17WL,667.28,A,2024-11-19
2019-08-18,0.0,79.1,89.7,100.2,69.8,6.09,46.1,25.51,J17WL,667.22,A,2024-11-19
2019-08-19,0.0,79.4,89.7,100.0,71.1,5.51,43.66,23.9,J17WL,666.89,A,2024-11-19
2019-08-20,0.0,79.4,89.5,99.6,70.9,5.04,43.93,23.24,J17WL,666.4,A,2024-11-19
2019-08-21,0.0,77.6,87.8,98.1,68.6,4.85,42.46,22.78,J17WL,666.07,A,2024-11-19
2019-08-22,0.0,77.3,87.1,96.9,69.1,4.05,39.83,23.26,J17WL,665.76,A,2024-11-19
2019-08-23,0.0,77.8,87.8,97.8,71.0,4.14,38.04,22.05,J17WL,665.66,A,2024-11-19
2019-08-24,0.0,77.2,87.4,97.5,71.0,3.46,38.91,22.63,J17WL,665.95,A,2024-11-19
2019-08-25,0.02,77.8,86.7,95.7,73.7,1.88,31.52,16.26,J17WL,666.68,A,2024-11-19
2019-08-26,0.0,77.9,88.7,99.5,73.3,2.38,41.02,22.35,J17WL,666.68,A,2024-11-19
2019-08-27,0.0,78.2,89.5,100.9,73.2,3.37,43.33,23.23,J17WL,666.13,A,2024-11-19
2019-08-28,0.0,80.4,87.7,95.0,72.1,5.03,31.68,15.38,J17WL,665.79,A,2024-11-19
2019-08-29,0.0,78.8,88.9,99.0,72.1,3.55,41.78,20.84,J17WL,665.52,A,2024-11-19
2019-08-30,0.0,78.2,89.0,99.7,69.1,3.75,45.97,24.13,J17WL,665.39,A,2024-11-19
2019-08-31,0.0,76.1,86.5,96.9,69.6,3.19,38.79,22.79,J17WL,665.57,A,2024-11-19
2019-09-01,0.0,76.1,86.7,97.3,68.8,3.94,40.32,21.86,J17WL,665.64,A,2024-11-19
2019-09-02,0.06,74.2,85.5,96.7,67.9,4.38,40.12,21.77,J17WL,665.95,A,2024-11-19
2019-09-03,0.0,72.7,85.2,97.8,62.8,4.39,45.64,23.82,J17WL,665.3,A,2024-11-19
2019-09-04,0.0,74.9,86.2,97.5,65.5,6.36,42.02,22.2,J17WL,665.04,A,2024-11-19
2019-09-05,0.0,75.5,86.6,97.7,67.6,4.14,41.56,20.8,J17WL,664.94,A,2024-11-19
2019-09-06,0.0,74.2,84.6,95.1,71.2,2.99,31.56,14.48,J17WL,664.8,A,2024-11-19
2019-09-07,0.0,75.4,86.6,97.8,68.5,2.68,41.69,22.48,J17WL,665.05,A,2024-11-19
2019-09-08,0.0,76.5,87.0,97.5,68.2,2.69,42.79,23.36,J17WL,665.31,A,2024-11-19
2019-09-09,0.02,75.9,86.4,96.9,70.4,2.53,38.81,18.54,J17WL,665.42,A,2024-11-19
2019-09-10,0.0,74.4,85.5,96.6,69.4,1.69,39.6,19.09,J17WL,665.11,A,2024-11-19
2019-09-11,0.0,72.8,83.7,94.8,68.9,2.07,33.45,19.51,J17WL,665.58,A,2024-11-19
2019-09-12,0.52,71.2,81.5,91.8,71.3,1.0,25.83,13.64,J17WL,666.38,A,2024-11-19
2019-09-13,0.0,72.0,83.7,95.4,70.5,1.18,35.99,19.35,J17WL,666.43,A,2024-11-19
2019-09-14,0.0,71.1,82.8,94.5,66.2,1.42,38.14,21.69,J17WL,666.34,A,2024-11-19
2019-09-15,0.0,71.1,83.8,96.6,63.3,3.85,43.23,20.68,J17WL,667.01,A,2024-11-19
2019-09-16,0.0,71.3,82.9,94.5,65.7,3.46,36.75,21.23,J17WL,666.52,A,2024-11-19
2019-09-17,0.0,74.9,85.6,96.3,65.7,5.46,39.64,19.82,J17WL,665.94,A,2024-11-19
2019-09-18,0.0,72.4,83.5,94.7,69.1,2.39,35.31,17.88,J17WL,665.86,A,2024-11-19
2019-09-19,0.0,75.9,87.7,99.5,70.5,3.39,42.92,20.58,J17WL,665.73,A,2024-11-19
2019-09-20,2.98,73.5,86.4,99.4,72.0,2.25,43.3,21.01,J17WL,666.24,A,2024-11-19
2019-09-21,0.0,76.8,86.7,96.7,71.3,2.44,38.36,20.39,J17WL,666.77,A,2024-11-19
2019-09-22,0.0,73.7,83.5,93.3,71.5,1.12,29.5,16.57,J17WL,667.5,A,2024-11-19
2019-09-23,0.0,75.3,85.2,95.0,70.8,1.91,35.11,18.26,J17WL,667.08,A,2024-11-19
2019-09-24,0.0,76.7,86.0,95.3,70.8,2.84,34.85,19.66,J17WL,666.39,A,2024-11-19
2019-09-25,0.0,75.0,84.5,94.1,71.3,2.08,31.99,19.48,J17WL,666.37,A,2024-11-19
2019-09-26,0.0,73.7,84.3,95.0,68.8,2.44,35.16,19.56,J17WL,665.85,A,2024-11-19
2019-09-27,0.0,71.5,83.1,94.7,67.7,2.04,35.2,19.35,J17WL,665.96,A,2024-11-19
2019-09-28,0.0,72.0,83.3,94.5,68.8,2.27,35.78,20.85,J17WL,666.2,A,2024-11-19
2019-09-29,0.0,78.4,85.9,93.4,73.9,3.71,28.95,15.58,J17WL,666.71,A,2024-11-19
2019-09-30,0.0,78.7,86.8,94.9,71.9,3.4,33.53,16.06,J17WL,666.4,A,2024-11-19
2019-10-01,0.0,77.9,86.1,94.4,74.2,3.34,29.55,14.97,J17WL,666.26,A,2024-11-19
2019-10-02,0.04,73.7,83.7,93.8,70.3,1.52,32.4,15.38,J17WL,666.08,A,2024-11-19
2019-10-03,0.0,73.4,83.4,93.4,69.8,0.72,32.26,17.5,J17WL,665.88,A,2024-11-19
2019-10-04,0.0,69.6,81.4,93.3,66.7,1.94,33.79,16.87,J17WL,665.97,A,2024-11-19
2019-10-05,0.0,69.5,80.6,91.8,66.8,2.03,31.61,19.25,J17WL,666.2,A,2024-11-19
2019-10-06,0.0,70.4,81.8,93.1,65.7,2.13,33.27,19.63,J17WL,666.77,A,2024-11-19
2019-10-07,0.0,69.9,81.9,94.0,64.9,3.25,35.75,19.31,J17WL,666.1,A,2024-11-19
2019-10-08,0.0,63.6,74.3,85.0,58.9,3.7,24.58,16.81,J17WL,665.57,A,2024-11-19
2019-10-09,0.0,65.7,75.6,85.5,58.6,2.37,26.51,19.68,J17WL,665.82,A,2024-11-19
2019-10-10,0.0,74.1,83.3,92.5,69.1,3.22,31.25,14.91,J17WL,665.88,A,2024-11-19
2019-10-11,0.59,57.4,76.4,95.3,69.7,1.85,34.68,17.5,J17WL,665.92,A,2024-11-19
2019-10-12,0.0,52.7,55.9,59.2,35.8,3.07,11.67,5.28,J17WL,666.53,A,2024-11-19
2019-10-13,0.0,57.1,63.5,69.9,29.6,9.59,20.64,12.66,J17WL,667.18,A,2024-11-19
2019-10-14,0.0,61.5,69.9,78.3,51.5,5.55,21.34,9.97,J17WL,667.0,A,2024-11-19
